ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	group	mice	celltypes
GO:0051450	GO:0051450	myoblast proliferation	3/451	29/28943	0.0101679559128892	0.0439448589050498	0.0281996206793283	Malat1/Neu1/Ppard	3	-1	SPF	EC (Reg3g high)
GO:0099637	GO:0099637	neurotransmitter receptor transport	3/451	29/28943	0.0101679559128892	0.0439448589050498	0.0281996206793283	Ap3d1/Clstn1/Slc1a1	3	-1	SPF	EC (Reg3g high)
GO:0001974	GO:0001974	blood vessel remodeling	4/451	55/28943	0.0106129070483142	0.0455803657555362	0.0292491330443995	Ceacam1/Ext1/Lrp1/Nos2	4	-1	SPF	EC (Reg3g high)
GO:00341032	GO:0034103	regulation of tissue remodeling	5/451	85/28943	0.0106421587101415	0.0455803657555362	0.0292491330443995	Ceacam1/Lrp1/Prkca/Rock1/Rock2	5	-1	SPF	EC (Reg3g high)
GO:00509201	GO:0050920	regulation of chemotaxis	9/451	231/28943	0.0106907233993022	0.0456692813441578	0.029306190591837	Calr/Ccl5/Cd74/Cttn/Dpp4/Nbl1/Prkca/Ptprj/Sema4b	9	-1	SPF	EC (Reg3g high)
GO:00160523	GO:0016052	carbohydrate catabolic process	7/451	154/28943	0.0106949075853818	0.0456692813441578	0.029306190591837	Gale/Hk2/Hkdc1/Mlxipl/Neu1/Slc4a4/Zbtb7a	7	-1	SPF	EC (Reg3g high)
GO:00022741	GO:0002274	myeloid leukocyte activation	10/451	272/28943	0.0107642726435681	0.0458740096839823	0.0294375657212426	Ccl5/Il4ra/Jund/Kmt2e/Ldlr/Lgals9/Myo18a/Prkcd/Pycard/Relb	10	-1	SPF	EC (Reg3g high)
GO:00508031	GO:0050803	regulation of synapse structure or activity	10/451	272/28943	0.0107642726435681	0.0458740096839823	0.0294375657212426	Afdn/Camk2b/Cfl1/Clstn1/Malat1/Prkca/Ptprd/Srgn/Vcp/Vstm5	10	-1	SPF	EC (Reg3g high)
GO:0097009	GO:0097009	energy homeostasis	5/451	86/28943	0.0111584299089085	0.0468080256799372	0.0300369281370206	Ceacam2/Mlxipl/Pm20d1/Sirt1/Sqstm1	5	-1	SPF	EC (Reg3g high)
GO:0044788	GO:0044788	modulation by host of viral process	3/451	30/28943	0.0111692277013532	0.0468080256799372	0.0300369281370206	Cfl1/Psmc3/Zc3h12a	3	-1	SPF	EC (Reg3g high)
GO:19048612	GO:1904861	excitatory synapse assembly	3/451	30/28943	0.0111692277013532	0.0468080256799372	0.0300369281370206	Plxnb2/Ptprd/Vstm5	3	-1	SPF	EC (Reg3g high)
GO:0071675	GO:0071675	regulation of mononuclear cell migration	6/451	120/28943	0.0114171203588951	0.0477534438448709	0.0306436073777499	Calr/Ccl5/Lgals9/Nbl1/Ptprj/Pycard	6	-1	SPF	EC (Reg3g high)
GO:00507773	GO:0050777	negative regulation of immune response	8/451	194/28943	0.0114380214846506	0.0477941912378132	0.0306697551696254	Ceacam1/Gpx2/Il4ra/Irf1/Lgals9/Pglyrp1/Trafd1/Zc3h12a	8	-1	SPF	EC (Reg3g high)
GO:0060113	GO:0060113	inner ear receptor cell differentiation	5/451	87/28943	0.0116915165964275	0.0487494630761873	0.0312827575585055	Atp8b1/Esrp1/Gsdme/Myo6/Pls1	5	-1	SPF	EC (Reg3g high)
GO:00435241	GO:0043524	negative regulation of neuron apoptotic process	8/451	195/28943	0.0117706256942906	0.0489927986867316	0.0314389071533864	Erbb3/Lrp1/Optn/Reg3b/Rock1/Sirt1/Slc1a1/Unc5b	8	-1	SPF	EC (Reg3g high)
GO:0051147	GO:0051147	regulation of muscle cell differentiation	7/451	157/28943	0.0118028288680798	0.0490791417883356	0.0314943139239206	Ccnd2/Ereg/Fdps/Rgs2/Sirt1/Slc25a4/Tmsb4x	7	-1	SPF	EC (Reg3g high)
GO:00094151	GO:0009415	response to water	2/451	11/28943	0.01214095240085	0.0494908999863229	0.0317585410777711	Krt8/Plec	2	-1	SPF	EC (Reg3g high)
GO:0034351	GO:0034351	negative regulation of glial cell apoptotic process	2/451	11/28943	0.01214095240085	0.0494908999863229	0.0317585410777711	Prkca/Prkcd	2	-1	SPF	EC (Reg3g high)
GO:0045542	GO:0045542	positive regulation of cholesterol biosynthetic process	2/451	11/28943	0.01214095240085	0.0494908999863229	0.0317585410777711	Fdps/Srebf2	2	-1	SPF	EC (Reg3g high)
GO:00466181	GO:0046618	xenobiotic export from cell	2/451	11/28943	0.01214095240085	0.0494908999863229	0.0317585410777711	Abcb1a/Abcg2	2	-1	SPF	EC (Reg3g high)
GO:0048262	GO:0048262	determination of dorsal/ventral asymmetry	2/451	11/28943	0.01214095240085	0.0494908999863229	0.0317585410777711	Ddit3/Nbl1	2	-1	SPF	EC (Reg3g high)
GO:0048263	GO:0048263	determination of dorsal identity	2/451	11/28943	0.01214095240085	0.0494908999863229	0.0317585410777711	Ddit3/Nbl1	2	-1	SPF	EC (Reg3g high)
GO:0106120	GO:0106120	positive regulation of sterol biosynthetic process	2/451	11/28943	0.01214095240085	0.0494908999863229	0.0317585410777711	Fdps/Srebf2	2	-1	SPF	EC (Reg3g high)
GO:1902946	GO:1902946	protein localization to early endosome	2/451	11/28943	0.01214095240085	0.0494908999863229	0.0317585410777711	Ezr/Rock2	2	-1	SPF	EC (Reg3g high)
GO:1990440	GO:1990440	positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress	2/451	11/28943	0.01214095240085	0.0494908999863229	0.0317585410777711	Atf4/Ddit3	2	-1	SPF	EC (Reg3g high)
GO:2000109	GO:2000109	regulation of macrophage apoptotic process	2/451	11/28943	0.01214095240085	0.0494908999863229	0.0317585410777711	Ccl5/Sirt1	2	-1	SPF	EC (Reg3g high)
GO:00458603	GO:0045860	positive regulation of protein kinase activity	12/451	363/28943	0.0121783679274626	0.0494908999863229	0.0317585410777711	Ccnd2/Ceacam1/Erbb3/Ereg/Fgd4/Magi3/Map2k2/Nedd9/Prkcd/Prkcz/Sirt1/Slc1a1	12	-1	SPF	EC (Reg3g high)
GO:19055231	GO:1905523	positive regulation of macrophage migration	3/451	31/28943	0.0122253962609222	0.0494908999863229	0.0317585410777711	Ccl5/Ptprj/Rtn4	3	-1	SPF	EC (Reg3g high)
GO:00345041	GO:0034504	protein localization to nucleus	11/451	320/28943	0.0122793143076872	0.0496622315201361	0.0318684853211781	Calr/Cdh1/Cfl1/Lmna/Nfkbia/Phip/Prkcd/Sirt1/Sqstm1/Zbtb7a/Zc3h12a	11	-1	SPF	EC (Reg3g high)
GO:00096363	GO:0009636	response to toxic substance	6/451	122/28943	0.0123143214970544	0.0497099330554987	0.0318990956186409	Abcb1a/Abcg2/Blmh/Ccl5/Sesn1/Trpm6	6	-1	SPF	EC (Reg3g high)
GO:00066316	GO:0006631	fatty acid metabolic process	50/418	453/28943	3.66338260989783e-29	1.38439228828039e-25	1.05505419165058e-25	Abhd2/Acaa1b/Acaa2/Acad11/Acadl/Acadm/Acat1/Acot1/Adh4/Adh5/Adipor2/Aldh3a2/Apoa4/Apoc2/Apoc3/Cd36/Ces1f/Ces1g/Ces2c/Ces2g/Crot/Cyb5a/Cyp2b10/Cyp2c29/Cyp2c65/Cyp2c66/Cyp2c68/Cyp2d26/Cyp2j6/Cyp4a10/Cyp4v3/Dbi/Dgat2/Ehhadh/Ephx2/Etfa/Fabp1/Hadh/Hadhb/Hpgd/Lipa/Lpgat1/Pck1/Pdk4/Phyh/Por/Ptgr1/Scp2/Slc27a2/Them4	50	1	GF	EC (Apoa4 high)
GO:00060914	GO:0006091	generation of precursor metabolites and energy	49/418	465/28943	1.15093141883421e-27	2.17468491588724e-24	1.65734124312126e-24	Acadm/Acat1/Adh1/Adh4/Adh5/Aldoa/Aldob/Apoc3/Atp5c1/Atp5h/Atp5j/Cat/Cd36/Chchd2/Cisd1/Cox5a/Cox7a2l/Cox7c/Crot/Etfa/G6pc/Idh1/Ldha/Mdh1/Mdh2/Ndufa1/Ndufa12/Ndufa4/Ndufa5/Ndufa6/Ndufa7/Ndufb3/Ndufb5/Ndufb6/Pgam1/Pgk1/Pgm1/Pkm/Por/Ppp1cc/Sco2/Sdha/Sdhc/Sdhd/Sod2/Uqcrb/Uqcrc2/Uqcrfs1/Uqcrh	49	1	GF	EC (Apoa4 high)
GO:00442827	GO:0044282	small molecule catabolic process	42/418	350/28943	4.61312131383269e-26	5.81099514832457e-23	4.42859646127938e-23	Abhd2/Acaa1b/Acaa2/Acad11/Acadl/Acadm/Acat1/Adh1/Adh4/Adh5/Aldh1a1/Aldh1a7/Aldh4a1/Aldoa/Aldob/Arg2/Bpnt1/Cbr1/Cda/Ces1f/Crot/Dbi/Ehhadh/Entpd7/Etfa/Fabp1/Galm/Glo1/Hadh/Hadhb/Hsd17b6/Ldha/Pck1/Pgk1/Phyh/Pkm/Pnp/Scarb1/Scp2/Slc27a2/Sult1b1/Xdh	42	1	GF	EC (Apoa4 high)
GO:00160422	GO:0016042	lipid catabolic process	39/418	338/28943	1.23789541313801e-23	1.16950169156213e-20	8.91284697459365e-21	Aadac/Abhd2/Acaa1b/Acaa2/Acad11/Acadl/Acadm/Acat1/Apoa4/Apob/Apoc2/Apoc3/Bco1/Cbr1/Ces1f/Ces1g/Crot/Dbi/Ehhadh/Etfa/Fabp1/Hadh/Hadhb/Hpgd/Hsd17b11/Hsd17b6/Idh1/Lct/Lipa/Mgst2/Pafah1b1/Pck1/Phyh/Pla2g12b/Prdx6/Scarb1/Scp2/Slc27a2/Smpdl3b	39	1	GF	EC (Apoa4 high)
GO:00065753	GO:0006575	cellular modified amino acid metabolic process	30/418	203/28943	1.4815142503572e-21	9.3310705868331e-19	7.11126840171456e-19	Acadl/Acadm/Bbox1/Ckb/Crot/Ctsb/Dhfr/Glo1/Gsta1/Gsta2/Gsta3/Gsta4/Gstk1/Gstm1/Gstm3/Gstm6/Gsto1/Gstt1/Idh1/Iyd/Mgst2/Nat8/Nat8f1/Nat8f4/Nat8f5/Nfe2l2/Plscr1/Sod1/Sod2/Sult1b1	30	1	GF	EC (Apoa4 high)
GO:00092591	GO:0009259	ribonucleotide metabolic process	41/418	445/28943	4.45280640825858e-21	2.10339442710115e-18	1.60301030697309e-18	Acaa2/Acat1/Acot1/Adss/Ak2/Ak3/Aldoa/Aldob/Atp5c1/Atp5g2/Atp5g3/Atp5h/Atp5j/Cda/Crot/Dgat2/Ehhadh/Enpp3/Entpd7/Guk1/Hint1/Hspa8/Ndufa1/Ndufa12/Ndufa5/Ndufa6/Ndufa7/Ndufb3/Ndufb5/Ndufb6/Papss2/Pdk4/Pgam1/Pgk1/Pkm/Pnp/Sdha/Sdhc/Sdhd/Sult1b1/Xdh	41	1	GF	EC (Apoa4 high)
GO:00067905	GO:0006790	sulfur compound metabolic process	36/418	335/28943	7.5824936071665e-21	2.60493121286202e-18	1.98523468987632e-18	Abcc2/Acaa2/Acat1/Acot1/Ahcyl1/Dgat2/Ehhadh/Glo1/Glrx5/Gsta1/Gsta2/Gsta3/Gsta4/Gstk1/Gstm1/Gstm3/Gstm6/Gsto1/Gstt1/Hspa9/Idh1/Mgst2/Nat8/Nat8f1/Nat8f4/Nat8f5/Nfe2l2/Papss2/Pdk4/Sod1/Sod2/Sqor/Sult1b1/Sult6b2/Ugdh/Xdh	36	1	GF	EC (Apoa4 high)
GO:00196935	GO:0019693	ribose phosphate metabolic process	41/418	456/28943	1.10181995990842e-20	3.21388980175529e-18	2.44932591401303e-18	Acaa2/Acat1/Acot1/Adss/Ak2/Ak3/Aldoa/Aldob/Atp5c1/Atp5g2/Atp5g3/Atp5h/Atp5j/Cda/Crot/Dgat2/Ehhadh/Enpp3/Entpd7/Guk1/Hint1/Hspa8/Ndufa1/Ndufa12/Ndufa5/Ndufa6/Ndufa7/Ndufb3/Ndufb5/Ndufb6/Papss2/Pdk4/Pgam1/Pgk1/Pkm/Pnp/Sdha/Sdhc/Sdhd/Sult1b1/Xdh	41	1	GF	EC (Apoa4 high)
GO:00094107	GO:0009410	response to xenobiotic stimulus	35/418	317/28943	1.1055985028531e-20	3.21388980175529e-18	2.44932591401303e-18	Abcc2/Acaa1b/Akr1c12/Akr1c13/Aldh1a1/Apobec1/Bche/Cbr1/Crot/Cyp2b10/Cyp2c29/Cyp2c65/Cyp2c66/Cyp2c68/Cyp2d26/Cyp2j6/Fos/Gata6/Gsta1/Gsta2/Gsta3/Gsta4/Gstm1/Gstm3/Gsto1/Gstt1/Guk1/Hadh/Lct/Nfe2l2/Pnp/Sod1/Sod2/Sult1b1/Vkorc1	35	1	GF	EC (Apoa4 high)
GO:00068054	GO:0006805	xenobiotic metabolic process	22/418	114/28943	1.00958380334409e-18	1.90760859641866e-16	1.45380067681549e-16	Abcc2/Acaa1b/Akr1c12/Akr1c13/Cbr1/Cyp2b10/Cyp2c29/Cyp2c65/Cyp2c66/Cyp2c68/Cyp2d26/Cyp2j6/Gsta1/Gsta2/Gsta3/Gsta4/Gstm1/Gsto1/Gstt1/Guk1/Sult1b1/Vkorc1	22	1	GF	EC (Apoa4 high)
GO:00082025	GO:0008202	steroid metabolic process	34/418	354/28943	3.23898615341919e-18	5.82863270179577e-16	4.4420381532606e-16	Acaa1b/Acadl/Akr1c12/Akr1c13/Akr1c19/Apoa4/Apob/Apoc3/Cat/Cbr1/Ces1f/Ces1g/Cyb5r3/Cyp2b10/Cyp2d26/Cyp3a11/Cyp3a13/Dgat2/Ephx2/G6pc/Hsd17b11/Hsd17b6/Lipa/Mttp/Por/Rdh16f2/Rdh7/Scarb1/Scp2/Sec14l2/Slc27a2/Sod1/Ugt2b34/Ugt2b5	34	1	GF	EC (Apoa4 high)
GO:00987543	GO:0098754	detoxification	17/418	58/28943	4.30175324694975e-18	7.38923887282869e-16	5.63138606873422e-16	Abcc2/Adh4/Adh5/Aldh1a1/Aldh1a7/Apoa4/Cat/Cd36/Dhfr/Gsta3/Mt1/Mt2/Nfe2l2/Pim1/Prdx6/Sod1/Sod2	17	1	GF	EC (Apoa4 high)
GO:00061195	GO:0006119	oxidative phosphorylation	23/418	140/28943	7.17177554216167e-18	1.17835390320996e-15	8.9803102440981e-16	Apoc3/Atp5c1/Atp5h/Atp5j/Chchd2/Cox5a/Cox7a2l/Cox7c/Ndufa1/Ndufa12/Ndufa5/Ndufa6/Ndufa7/Ndufb3/Ndufb5/Ndufb6/Sdha/Sdhc/Sdhd/Uqcrb/Uqcrc2/Uqcrfs1/Uqcrh	23	1	GF	EC (Apoa4 high)
GO:0009260	GO:0009260	ribonucleotide biosynthetic process	27/418	212/28943	8.12363242368465e-18	1.27913362204601e-15	9.74835890842158e-16	Acat1/Adss/Ak2/Ak3/Aldoa/Atp5c1/Atp5g2/Atp5g3/Atp5h/Atp5j/Cda/Guk1/Ndufa1/Ndufa12/Ndufa5/Ndufa6/Ndufa7/Ndufb3/Ndufb5/Ndufb6/Papss2/Pdk4/Pkm/Pnp/Sdha/Sdhc/Sdhd	27	1	GF	EC (Apoa4 high)
GO:00060666	GO:0006066	alcohol metabolic process	33/418	359/28943	3.84224305886171e-17	5.37771722942163e-15	4.09839259611915e-15	Acadl/Adh1/Adh4/Adh5/Aldh1a1/Aldh3a2/Apoa4/Apob/Apoc3/Bpnt1/Cat/Ces1f/Ces1g/Cyb5r3/Cyp2d26/Dgat2/Dhfr/Ephx2/Gde1/Gk5/Hsd17b6/Idh1/Mttp/Pck1/Por/Rdh16f2/Rdh7/Retsat/Scarb1/Scp2/Sec14l2/Sod1/Sult1b1	33	1	GF	EC (Apoa4 high)
GO:00460346	GO:0046034	ATP metabolic process	26/418	224/28943	3.34542533447059e-16	3.61210352541839e-14	2.75280713236437e-14	Ak2/Ak3/Aldoa/Aldob/Atp5c1/Atp5g2/Atp5g3/Atp5h/Atp5j/Enpp3/Guk1/Hspa8/Ndufa1/Ndufa12/Ndufa5/Ndufa6/Ndufa7/Ndufb3/Ndufb5/Ndufb6/Pgam1/Pgk1/Pkm/Sdha/Sdhc/Sdhd	26	1	GF	EC (Apoa4 high)
GO:19907484	GO:1990748	cellular detoxification	13/418	43/28943	2.4398060646288e-14	1.92083898296505e-12	1.46388363877728e-12	Adh4/Adh5/Aldh1a1/Aldh1a7/Apoa4/Cat/Cd36/Dhfr/Nfe2l2/Pim1/Prdx6/Sod1/Sod2	13	1	GF	EC (Apoa4 high)
GO:00059963	GO:0005996	monosaccharide metabolic process	25/418	268/28943	1.9871429450411e-13	1.47243395868829e-11	1.12215131014085e-11	Acadm/Aldh1a1/Aldh1a7/Aldoa/Aldob/Atf3/Cd36/Cyp2j6/Dgat2/Fam3c/Fuom/G6pc/Galm/Gsto1/Ldha/Mdh1/Mdh2/Pck1/Pdk4/Pgam1/Pgk1/Pgm1/Pkm/Pmaip1/Slc23a2	25	1	GF	EC (Apoa4 high)
GO:00192163	GO:0019216	regulation of lipid metabolic process	29/418	388/28943	6.60703761876521e-13	4.45857056452031e-11	3.39790506107925e-11	Aadac/Acadl/Apoa4/Apob/Apobec1/Apoc2/Apoc3/Cd36/Cd81/Ces1f/Ces1g/Dbi/Dgat2/Dnajc19/Ephx2/Fabp1/Hpgd/Id2/Idh1/Lpgat1/Ormdl3/Pck1/Pdk4/Por/Rdh16f2/Scarb1/Scp2/Sec14l2/Sod1	29	1	GF	EC (Apoa4 high)
GO:01202546	GO:0120254	olefinic compound metabolic process	19/418	166/28943	4.41772625389579e-12	2.82959110397834e-10	2.15644942563049e-10	Adh1/Adh4/Aldh1a1/Bco1/Cyp2b10/Cyp2c29/Cyp2c65/Cyp2c66/Cyp2c68/Cyp2d26/Cyp2j6/Cyp4a10/Dhrs4/Ephx2/Hsd17b6/Rdh16f2/Rdh7/Retsat/Scp2	19	1	GF	EC (Apoa4 high)
GO:00620128	GO:0062012	regulation of small molecule metabolic process	25/418	368/28943	2.03035890557717e-10	1.05105839783235e-08	8.01018307953735e-09	Acadl/Acadm/Apoa4/Apob/Apoc2/Apoc3/Cd36/Cda/Ces1f/Ces1g/Cyp2j6/Dbi/Dgat2/Ephx2/Fabp1/Fam3c/Lpgat1/Me1/Pdk4/Pmaip1/Por/Rdh16f2/Scp2/Sec14l2/Sod1	25	1	GF	EC (Apoa4 high)
GO:00069798	GO:0006979	response to oxidative stress	26/418	407/28943	3.3164482904613e-10	1.6710477452871e-08	1.27351614353714e-08	1600014C10Rik/Aldh1a1/Aldh3a2/Apoa4/Casp3/Casp6/Cat/Cd36/Chchd2/Cst3/Dhfr/Epas1/Fabp1/Fos/Idh1/Msra/Ndufa12/Ndufa6/Nfe2l2/Ppia/Prdx6/Sod1/Sod2/Txn1/Txnrd1/Ucp2	26	1	GF	EC (Apoa4 high)
GO:00421806	GO:0042180	cellular ketone metabolic process	20/418	241/28943	4.27578911761649e-10	2.09846845136009e-08	1.59925618944617e-08	Acadl/Adh4/Aldoa/Apoa4/Apoc2/Apoc3/Cbr1/Ces1f/Ces1g/Cyp2b10/Dbi/Dgat2/Fabp1/Glo1/Hsd17b6/Lpgat1/Pdk4/Rdh16f2/Scp2/Vkorc1	20	1	GF	EC (Apoa4 high)
GO:00108765	GO:0010876	lipid localization	27/418	470/28943	1.54488121391767e-09	7.20753840419121e-08	5.49291098281839e-08	Abcc2/Ace/Apoa4/Apob/Apoc2/Apoc3/Atp5j/Cd36/Ces1f/Ces1g/Cidec/Crot/Dbi/Dgat2/Fabp1/Mttp/Pla2g12b/Plin2/Plscr1/Prap1/Rbp2/Scarb1/Scp2/Slc27a2/Surf4/Tmem135/Vapa	27	1	GF	EC (Apoa4 high)
GO:00424453	GO:0042445	hormone metabolic process	19/418	239/28943	2.40304871333671e-09	1.09411097442162e-07	8.33828951133701e-08	Ace/Adh1/Adh4/Aldh1a1/Ctsb/Cyp2d26/Hsd17b11/Hsd17b6/Iyd/Papss2/Por/Rdh16f2/Rdh7/Retsat/Scarb1/Scp2/Sult1b1/Ugt2b34/Ugt2b5	19	1	GF	EC (Apoa4 high)
GO:00068693	GO:0006869	lipid transport	25/418	419/28943	2.94687549333679e-09	1.32574315349044e-07	1.01035731200118e-07	Abcc2/Ace/Apoa4/Apob/Apoc2/Apoc3/Atp5j/Cd36/Ces1f/Ces1g/Cidec/Crot/Dbi/Fabp1/Mttp/Pla2g12b/Plin2/Plscr1/Prap1/Rbp2/Scarb1/Scp2/Slc27a2/Surf4/Vapa	25	1	GF	EC (Apoa4 high)
GO:00463944	GO:0046394	carboxylic acid biosynthetic process	20/418	298/28943	1.65010297480629e-08	7.20996499283271e-07	5.49476030149728e-07	Abhd2/Acadl/Aldh1a1/Apoa4/Apoc2/Apoc3/Ces1f/Ces1g/Cyp4a10/Dhfr/Gsto1/Ldha/Lpgat1/Mgst2/Mgst3/Pdk4/Pkm/Rdh16f2/Slc27a2/Ugdh	20	1	GF	EC (Apoa4 high)
GO:00463641	GO:0046364	monosaccharide biosynthetic process	12/418	97/28943	1.65987550774397e-08	7.20996499283271e-07	5.49476030149728e-07	Acadm/Atf3/Cyp2j6/Dgat2/Fam3c/G6pc/Gsto1/Mdh1/Mdh2/Pck1/Pgam1/Pgk1	12	1	GF	EC (Apoa4 high)
GO:00426322	GO:0042632	cholesterol homeostasis	12/418	98/28943	1.86709260196611e-08	7.92780105935945e-07	6.04182774568807e-07	Apoa4/Apob/Apoc3/Ces1f/Ces1g/Dgat2/Ephx2/G6pc/Il18/Mttp/Pla2g12b/Scarb1	12	1	GF	EC (Apoa4 high)
GO:00066905	GO:0006690	icosanoid metabolic process	14/418	142/28943	2.0739324188846e-08	8.708211789961e-07	6.63658374043071e-07	Ces2c/Ces2g/Cyp2b10/Cyp2c29/Cyp2c65/Cyp2c66/Cyp2c68/Cyp2d26/Cyp2j6/Cyp4a10/Hpgd/Mgst2/Mgst3/Ptgr1	14	1	GF	EC (Apoa4 high)
GO:00725937	GO:0072593	reactive oxygen species metabolic process	18/418	245/28943	2.16917755716907e-08	8.9101325962412e-07	6.79046887461621e-07	Apoa4/Arf4/Arg2/Cat/Cbr1/Cd36/Dhfr/Eef1a1/Hspd1/Il18/Nfe2l2/Pdk4/Pmaip1/Prdx6/Sod1/Sod2/Txnrd1/Xdh	18	1	GF	EC (Apoa4 high)
GO:00003031	GO:0000303	response to superoxide	7/418	23/28943	2.50303292891654e-08	1.01709262778232e-06	7.75132777987058e-07	Apoa4/Cd36/Dhfr/Nfe2l2/Sod1/Sod2/Ucp2	7	1	GF	EC (Apoa4 high)
GO:00060813	GO:0006081	cellular aldehyde metabolic process	10/418	66/28943	3.63946428507491e-08	1.43265995138522e-06	1.09183928552247e-06	Adh1/Adh4/Adh5/Aldh3a2/Aldoa/Aldob/Bco1/Dhrs4/Glo1/Idh1	10	1	GF	EC (Apoa4 high)
GO:00193203	GO:0019320	hexose catabolic process	8/418	36/28943	3.76036203875131e-08	1.45004164739196e-06	1.10508598689834e-06	Aldh1a1/Aldh1a7/Aldoa/Aldob/Galm/Ldha/Pgk1/Pkm	8	1	GF	EC (Apoa4 high)
GO:00970062	GO:0097006	regulation of plasma lipoprotein particle levels	10/418	68/28943	4.88837019321205e-08	1.84731509601483e-06	1.40785061564507e-06	Apoa4/Apob/Apoc2/Apoc3/Cd36/Ces1g/Dgat2/Mttp/Pla2g12b/Scarb1	10	1	GF	EC (Apoa4 high)
GO:00902071	GO:0090207	regulation of triglyceride metabolic process	9/418	52/28943	5.33000928124071e-08	1.95554418192317e-06	1.49033269223041e-06	Aadac/Apoa4/Apobec1/Apoc2/Apoc3/Cd36/Ces1g/Dgat2/Scarb1	9	1	GF	EC (Apoa4 high)
GO:00099913	GO:0009991	response to extracellular stimulus	23/418	420/28943	6.15100513199974e-08	2.21377603750734e-06	1.68713283620564e-06	Acadm/Aqp3/Atf3/Bche/Dap/Fos/Guca2b/Lct/Ldha/Mkks/Nfe2l2/Pck1/Pdk4/Pim1/Plin2/Pmaip1/Rragd/Slc2a2/Sod1/Sod2/Tmem135/Vdr/Zfp36	23	1	GF	EC (Apoa4 high)
GO:19059523	GO:1905952	regulation of lipid localization	15/418	187/28943	1.03854399550959e-07	3.63394236947291e-06	2.76945065469224e-06	Apoa4/Apob/Apoc2/Apoc3/Atp5j/Cd36/Ces1f/Ces1g/Dbi/Plin2/Prap1/Scarb1/Scp2/Surf4/Tmem135	15	1	GF	EC (Apoa4 high)
GO:00425724	GO:0042572	retinol metabolic process	8/418	41/28943	1.11471938922841e-07	3.83369693597314e-06	2.92168488372655e-06	Adh1/Adh4/Aldh1a1/Cyp2d26/Hsd17b6/Rdh16f2/Rdh7/Retsat	8	1	GF	EC (Apoa4 high)
GO:00066954	GO:0006695	cholesterol biosynthetic process	9/418	57/28943	1.22289823076218e-07	4.12618965540204e-06	3.14459545053132e-06	Apoa4/Apob/Ces1f/Ces1g/Cyb5r3/Por/Scp2/Sec14l2/Sod1	9	1	GF	EC (Apoa4 high)
GO:19026534	GO:1902653	secondary alcohol biosynthetic process	9/418	57/28943	1.22289823076218e-07	4.12618965540204e-06	3.14459545053132e-06	Apoa4/Apob/Ces1f/Ces1g/Cyb5r3/Por/Scp2/Sec14l2/Sod1	9	1	GF	EC (Apoa4 high)
GO:00194301	GO:0019430	removal of superoxide radicals	6/418	18/28943	1.403229434786e-07	4.57138278797958e-06	3.48387997602043e-06	Apoa4/Cd36/Dhfr/Nfe2l2/Sod1/Sod2	6	1	GF	EC (Apoa4 high)
GO:00429531	GO:0042953	lipoprotein transport	6/418	18/28943	1.403229434786e-07	4.57138278797958e-06	3.48387997602043e-06	Apob/Apobec1/Apoc3/Cd36/Mttp/Surf4	6	1	GF	EC (Apoa4 high)
GO:00064577	GO:0006457	protein folding	14/418	169/28943	1.85912199590797e-07	6.00480514746686e-06	4.57630029761962e-06	Ahsa2/Chordc1/Dnaja1/Fkbp4/Hsp90aa1/Hsp90ab1/Hspa8/Hspa9/Hspd1/Hspe1/Hsph1/Mkks/Ppia/St13	14	1	GF	EC (Apoa4 high)
GO:00448721	GO:0044872	lipoprotein localization	6/418	19/28943	2.02591451515611e-07	6.48807707862282e-06	4.94460491834711e-06	Apob/Apobec1/Apoc3/Cd36/Mttp/Surf4	6	1	GF	EC (Apoa4 high)
GO:00464343	GO:0046434	organophosphate catabolic process	13/418	154/28943	4.10130048561523e-07	1.23006464564603e-05	9.37440110997768e-06	Acat1/Apoc2/Bpnt1/Cda/Enpp3/Entpd7/Hint1/Idh1/Pnp/Prdx6/Scarb1/Smpdl3b/Xdh	13	1	GF	EC (Apoa4 high)
GO:00069868	GO:0006986	response to unfolded protein	11/418	116/28943	1.01109214729045e-06	2.91673070580963e-05	2.22285907190572e-05	Atf3/Creb3l2/Creb3l3/Dnajb9/Hsp90aa1/Hspa8/Hspa9/Hspd1/Hsph1/Nfe2l2/Tmem33	11	1	GF	EC (Apoa4 high)
GO:00067343	GO:0006734	NADH metabolic process	7/418	39/28943	1.28665494107426e-06	3.54910147614571e-05	2.70479286882764e-05	Aldoa/Aldob/Ldha/Mdh1/Mdh2/Pgk1/Pkm	7	1	GF	EC (Apoa4 high)
GO:00423982	GO:0042398	cellular modified amino acid biosynthetic process	7/418	40/28943	1.54030823738686e-06	4.21798900658329e-05	3.21455632150301e-05	Acadm/Bbox1/Ckb/Dhfr/Mgst2/Nfe2l2/Plscr1	7	1	GF	EC (Apoa4 high)
GO:00718271	GO:0071827	plasma lipoprotein particle organization	7/418	41/28943	1.83448041648239e-06	4.91666772616095e-05	3.74702382941083e-05	Apoa4/Apob/Apoc3/Ces1g/Mttp/Pla2g12b/Scarb1	7	1	GF	EC (Apoa4 high)
